match_api_id,event_id,elapsed,home_team_api_id,home_possession,away_team_api_id,away_possession
489137,465009,70,10194,51.0,8472,49.0
489137,465524,90,10194,52.0,8472,48.0
489138,464052,25,8650,57.0,8462,43.0
489138,464475,45,8650,54.0,8462,46.0
489138,465441,70,8650,54.0,8462,46.0
489138,465651,90,8650,54.0,8462,46.0
489139,463781,25,10252,51.0,8655,49.0
489139,464275,45,10252,49.0,8655,51.0
489139,465000,70,10252,52.0,8655,48.0
489139,465462,90,10252,57.0,8655,43.0
489140,462767,25,10261,45.0,8659,55.0
489140,462894,45,10261,51.0,8659,49.0
489140,463012,70,10261,52.0,8659,48.0
489140,463082,90,10261,51.0,8659,49.0
489141,464262,25,9879,55.0,8528,45.0
489141,464331,45,9879,56.0,8528,44.0
489141,465049,70,9879,49.0,8528,51.0
489141,465512,90,9879,50.0,8528,50.0
489142,467211,25,10260,59.0,8667,41.0
489142,467533,45,10260,53.0,8667,47.0
489142,468069,71,10260,53.0,8667,47.0
489142,468350,89,10260,51.0,8667,49.0
489143,468688,25,8586,36.0,8650,64.0
489143,468749,45,8586,47.0,8650,53.0
489143,468939,70,8586,71.0,8650,29.0
489143,469028,90,8586,49.0,8650,51.0
489144,466452,26,8668,48.0,9879,52.0
489144,466544,45,8668,48.0,9879,52.0
489144,466667,72,8668,55.0,9879,45.0
489144,466758,90,8668,54.0,9879,46.0
489145,467198,25,8549,58.0,8654,42.0
489145,467507,45,8549,45.0,8654,55.0
489145,468085,74,8549,43.0,8654,57.0
489145,468342,90,8549,53.0,8654,47.0
489146,472965,25,10261,41.0,10252,59.0
489146,473024,45,10261,44.0,10252,56.0
489146,473090,70,10261,48.0,10252,52.0
489146,473148,90,10261,55.0,10252,45.0
489147,470968,25,8559,49.0,8456,51.0
489147,471245,45,8559,51.0,8456,49.0
489147,471661,70,8559,55.0,8456,45.0
489147,471850,90,8559,55.0,8456,45.0
489148,467275,25,8659,56.0,8655,44.0
489148,467521,45,8659,57.0,8655,43.0
489148,468236,70,8659,59.0,8655,41.0
489148,468373,90,8659,59.0,8655,41.0
489149,467313,25,8462,51.0,8528,49.0
489149,467550,45,8462,47.0,8528,53.0
489149,468197,76,8462,45.0,8528,55.0
489149,468406,90,8462,45.0,8528,55.0
489150,467209,25,10194,41.0,9825,59.0
489150,467542,45,10194,37.0,9825,63.0
489150,468065,70,10194,48.0,9825,52.0
489150,468372,90,10194,45.0,9825,55.0
489151,467202,25,8455,52.0,8472,48.0
489151,467561,45,8455,54.0,8472,46.0
489151,468058,70,8455,58.0,8472,42.0
489151,468377,90,8455,55.0,8472,45.0
489152,477661,25,9825,62.0,10260,38.0
489152,477776,45,9825,57.0,10260,43.0
489152,477917,70,9825,55.0,10260,45.0
489152,478076,90,9825,52.0,10260,48.0
489153,479415,25,8650,50.0,8659,50.0
489153,479497,45,8650,65.0,8659,35.0
489153,479651,69,8650,52.0,8659,48.0
489153,479719,90,8650,51.0,8659,49.0
489154,478368,25,8472,53.0,8462,47.0
489154,478546,45,8472,48.0,8462,52.0
489154,478910,70,8472,54.0,8462,46.0
489154,479085,90,8472,55.0,8462,45.0
489155,478375,25,8654,51.0,8668,49.0
489155,478584,45,8654,57.0,8668,43.0
489155,478938,70,8654,51.0,8668,49.0
489155,479140,90,8654,55.0,8668,45.0
489156,481430,25,10252,60.0,8549,40.0
489156,481700,45,10252,67.0,8549,33.0
489156,482230,70,10252,58.0,8549,42.0
489156,482654,90,10252,56.0,8549,44.0
489157,481436,25,8456,57.0,8586,43.0
489157,481721,45,8456,48.0,8586,52.0
489157,482276,70,8456,38.0,8586,62.0
489157,482684,90,8456,45.0,8586,55.0
489158,480587,25,8655,43.0,8455,57.0
489158,480748,45,8655,43.0,8455,57.0
489158,481034,70,8655,44.0,8455,56.0
489158,481320,90,8655,40.0,8455,60.0
489159,482207,25,9879,53.0,10261,47.0
489159,482588,45,9879,49.0,10261,51.0
489159,482837,57,9879,29.0,10261,71.0
489159,482956,71,9879,52.0,10261,48.0
489159,483231,90,9879,53.0,10261,47.0
489160,478377,25,8667,60.0,8559,40.0
489160,478560,45,8667,53.0,8559,47.0
489160,478909,70,8667,52.0,8559,48.0
489160,479108,90,8667,55.0,8559,45.0
489161,477663,25,8528,47.0,10194,53.0
489161,477766,45,8528,51.0,10194,49.0
489161,477947,70,8528,55.0,10194,45.0
489161,478034,90,8528,57.0,10194,43.0
489162,487262,26,10260,59.0,10194,41.0
489162,487623,45,10260,59.0,10194,41.0
489162,488163,72,10260,53.0,10194,47.0
489162,488495,90,10260,58.0,10194,42.0
489163,487241,25,9825,56.0,10252,44.0
489163,487573,45,9825,58.0,10252,42.0
489163,488115,70,9825,53.0,10252,47.0
489163,488438,90,9825,53.0,10252,47.0
489164,487255,25,8654,47.0,8462,53.0
489164,487574,45,8654,50.0,8462,50.0
489164,488145,71,8654,47.0,8462,53.0
489164,488470,90,8654,50.0,8462,50.0
489165,489993,26,8668,83.0,8549,17.0
489165,490225,45,8668,61.0,8549,39.0
489165,490684,72,8668,59.0,8549,41.0
489165,490909,90,8668,55.0,8549,45.0
489166,487260,26,10261,54.0,8528,46.0
489166,487595,45,10261,50.0,8528,50.0
489166,488176,72,10261,47.0,8528,53.0
489166,488536,90,10261,54.0,8528,46.0
489167,487202,24,8655,58.0,8472,42.0
489167,487546,45,8655,60.0,8472,40.0
489167,488119,70,8655,48.0,8472,52.0
489167,488457,90,8655,50.0,8472,50.0
489168,487237,25,9879,51.0,8586,49.0
489168,487592,45,9879,55.0,8586,45.0
489168,488097,70,9879,52.0,8586,48.0
489168,488497,90,9879,52.0,8586,48.0
489169,486529,28,8559,47.0,8650,53.0
489169,486563,45,8559,39.0,8650,61.0
489169,486664,72,8559,49.0,8650,51.0
489169,486763,90,8559,48.0,8650,52.0
489170,488676,25,8659,42.0,8455,58.0
489170,488711,45,8659,,8455,
489170,488786,70,8659,47.0,8455,53.0
489170,488877,90,8659,49.0,8455,51.0
489171,491519,25,8667,53.0,8456,47.0
489171,491750,45,8667,53.0,8456,47.0
489171,492178,70,8667,53.0,8456,47.0
489171,492425,90,8667,52.0,8456,48.0
489172,495472,25,8650,41.0,9879,59.0
489172,495863,45,8650,43.0,9879,57.0
489172,496409,72,8650,48.0,9879,52.0
489172,496721,90,8650,53.0,9879,47.0
489173,499966,25,8472,50.0,8654,50.0
489173,500187,45,8472,45.0,8654,55.0
489173,500562,70,8472,69.0,8654,31.0
489173,500816,90,8472,56.0,8654,44.0
489174,498826,25,8586,47.0,8655,53.0
489174,498979,45,8586,59.0,8655,41.0
489174,499298,66,8586,75.0,8655,25.0
489174,499478,90,8586,53.0,8655,47.0
489175,497164,25,10252,39.0,10260,61.0
489175,497290,45,10252,40.0,10260,60.0
489175,497582,70,10252,42.0,10260,58.0
489175,497748,90,10252,40.0,10260,60.0
489176,495409,25,8549,56.0,8559,44.0
489176,495770,45,8549,53.0,8559,47.0
489176,496384,72,8549,50.0,8559,50.0
489176,496712,90,8549,51.0,8559,49.0
489177,495416,25,8456,45.0,9825,55.0
489177,495789,45,8456,47.0,9825,53.0
489177,496382,70,8456,45.0,9825,55.0
489177,496727,90,8456,54.0,9825,46.0
489178,495423,25,8462,65.0,8667,35.0
489178,495811,45,8462,57.0,8667,43.0
489178,496381,70,8462,53.0,8667,47.0
489178,496741,90,8462,54.0,8667,46.0
489179,495428,26,10194,57.0,8659,43.0
489179,495803,45,10194,59.0,8659,41.0
489179,496387,72,10194,51.0,8659,49.0
489179,496726,90,10194,55.0,8659,45.0
489180,502033,25,8528,45.0,8668,55.0
489180,502088,45,8528,44.0,8668,56.0
489180,502176,70,8528,48.0,8668,52.0
489181,495432,25,8455,66.0,10261,34.0
489181,495838,45,8455,62.0,10261,38.0
489181,496407,70,8455,60.0,10261,40.0
489181,496791,90,8455,61.0,10261,39.0
489182,513163,25,8650,48.0,8654,52.0
489182,513224,45,8650,55.0,8654,45.0
489182,513297,70,8650,56.0,8654,44.0
489183,507191,25,8472,47.0,8559,53.0
489183,507509,45,8472,51.0,8559,49.0
489183,507975,70,8472,53.0,8559,47.0
489183,508293,90,8472,51.0,8559,49.0
489184,510328,25,8586,45.0,8668,55.0
489184,510544,45,8586,47.0,8668,53.0
489184,510993,70,8586,46.0,8668,54.0
489184,511442,90,8586,51.0,8668,49.0
489185,507192,25,10252,50.0,9879,50.0
489185,507455,45,10252,56.0,9879,44.0
489185,507986,70,10252,50.0,9879,50.0
489185,508218,90,10252,56.0,9879,44.0
489186,507180,24,8549,44.0,10261,56.0
489186,507462,45,8549,46.0,10261,54.0
489186,507951,70,8549,62.0,10261,38.0
489186,508261,90,8549,53.0,10261,47.0
489187,509600,26,8456,42.0,10260,58.0
489187,509789,45,8456,46.0,10260,54.0
489187,509983,72,8456,49.0,10260,51.0
489187,510293,90,8456,49.0,10260,51.0
489188,510279,25,8462,61.0,8655,39.0
489188,510531,45,8462,57.0,8655,43.0
489188,511083,70,8462,52.0,8655,48.0
489188,511370,90,8462,53.0,8655,47.0
489189,507201,25,10194,55.0,8667,45.0
489189,507484,45,10194,54.0,8667,46.0
489189,507991,70,10194,56.0,8667,44.0
489189,508279,90,10194,53.0,8667,47.0
489190,507337,25,8528,45.0,8659,55.0
489190,507504,45,8528,41.0,8659,59.0
489190,507953,71,8528,53.0,8659,47.0
489190,508237,90,8528,51.0,8659,49.0
489191,510966,24,8455,53.0,9825,47.0
489191,511289,43,8455,55.0,9825,45.0
489191,511797,70,8455,60.0,9825,40.0
489191,512018,90,8455,58.0,9825,42.0
489192,517093,25,10260,62.0,8472,38.0
489192,517176,45,10260,75.0,8472,25.0
489192,517489,70,10260,70.0,8472,30.0
489192,517588,90,10260,80.0,8472,20.0
489193,515559,25,9825,45.0,8528,55.0
489193,515892,45,9825,49.0,8528,51.0
489193,516360,70,9825,54.0,8528,46.0
489193,516677,90,9825,60.0,8528,40.0
489194,521759,25,8654,59.0,8586,41.0
489194,521804,45,8654,58.0,8586,42.0
489194,521887,70,8654,52.0,8586,48.0
489194,521943,90,8654,53.0,8586,47.0
489195,519855,21,8668,39.0,10252,61.0
489195,520118,41,8668,63.0,10252,37.0
489195,520477,61,8668,65.0,10252,35.0
489195,520879,90,8668,61.0,10252,39.0
489196,515581,25,10261,63.0,10194,37.0
489196,515876,45,10261,60.0,10194,40.0
489196,516398,72,10261,54.0,10194,46.0
489196,516686,90,10261,49.0,10194,51.0
489197,515587,27,8655,38.0,8650,62.0
489197,515867,45,8655,34.0,8650,66.0
489197,516611,90,8655,41.0,8650,59.0
489198,514997,26,9879,52.0,8456,48.0
489198,515038,45,9879,50.0,8456,50.0
489198,515084,63,9879,23.0,8456,77.0
489198,515179,90,9879,56.0,8456,44.0
489199,515569,24,8559,35.0,8455,65.0
489199,515887,45,8559,47.0,8455,53.0
489199,516371,70,8559,43.0,8455,57.0
489199,516629,90,8559,46.0,8455,54.0
489200,519274,23,8659,51.0,8462,49.0
489200,519541,43,8659,56.0,8462,44.0
489200,519941,70,8659,52.0,8462,48.0
489200,520197,88,8659,46.0,8462,54.0
489201,515585,25,8667,41.0,8549,59.0
489201,515875,45,8667,49.0,8549,51.0
489201,516414,70,8667,49.0,8549,51.0
489201,516647,90,8667,52.0,8549,48.0
489202,526865,25,8650,56.0,8667,44.0
489202,527178,45,8650,57.0,8667,43.0
489202,527742,70,8650,65.0,8667,35.0
489202,528054,90,8650,70.0,8667,30.0
489203,526876,25,8472,46.0,8659,54.0
489203,527221,45,8472,52.0,8659,48.0
489203,527703,70,8472,48.0,8659,52.0
489203,528066,90,8472,48.0,8659,52.0
489204,528274,25,8586,34.0,10260,66.0
489204,528378,45,8586,32.0,10260,68.0
489204,528499,70,8586,37.0,10260,63.0
489204,528610,90,8586,38.0,10260,62.0
489205,526840,25,10252,58.0,8559,42.0
489205,527237,45,10252,53.0,8559,47.0
489205,527705,70,10252,55.0,8559,45.0
489205,528017,90,10252,55.0,8559,45.0
489206,525996,24,8549,46.0,9825,54.0
489206,526089,44,8549,55.0,9825,45.0
489206,526207,70,8549,50.0,9825,50.0
489206,526329,90,8549,48.0,9825,52.0
489207,526846,24,8456,63.0,8668,37.0
489207,527155,44,8456,50.0,8668,50.0
489207,527726,70,8456,50.0,8668,50.0
489207,527984,87,8456,45.0,8668,55.0
489208,529525,27,8462,44.0,10261,56.0
489208,529650,45,8462,45.0,10261,55.0
489208,529864,70,8462,48.0,10261,52.0
489208,529944,87,8462,28.0,10261,72.0
489209,526861,25,10194,27.0,9879,73.0
489209,527175,45,10194,41.0,9879,59.0
489209,527811,70,10194,44.0,9879,56.0
489209,528085,90,10194,43.0,9879,57.0
489210,526856,25,8528,66.0,8655,34.0
489210,527219,45,8528,60.0,8655,40.0
489210,527722,70,8528,60.0,8655,40.0
489210,528037,90,8528,4.0,8655,96.0
489211,530429,25,8455,59.0,8654,41.0
489211,530484,44,8455,53.0,8654,47.0
489211,530716,70,8455,63.0,8654,37.0
489211,530817,90,8455,57.0,8654,43.0
489212,551405,23,10260,56.0,8528,44.0
489212,551452,32,10260,62.0,8528,38.0
489212,551525,42,10260,39.0,8528,61.0
489212,551851,72,10260,51.0,8528,49.0
489213,537062,25,9825,61.0,8650,39.0
489213,537197,45,9825,59.0,8650,41.0
489213,537419,69,9825,55.0,8650,45.0
489213,537600,90,9825,50.0,8650,50.0
489214,534708,45,8654,52.0,10252,48.0
489214,534852,70,8654,56.0,10252,44.0
489214,534933,90,8654,59.0,10252,41.0
489215,538295,25,8668,22.0,8455,78.0
489215,538322,45,8668,34.0,8455,66.0
489215,538419,70,8668,43.0,8455,57.0
489215,538441,90,8668,44.0,8455,56.0
489216,536785,25,10261,43.0,8586,57.0
489216,536857,45,10261,53.0,8586,47.0
489216,537067,70,10261,52.0,8586,48.0
489216,537223,90,10261,45.0,8586,55.0
489217,533831,25,8655,48.0,10194,52.0
489217,533979,45,8655,44.0,10194,56.0
489217,534256,70,8655,46.0,10194,54.0
489217,534414,90,8655,45.0,10194,55.0
489218,533991,45,9879,55.0,8549,45.0
489218,534297,70,9879,53.0,8549,47.0
489218,534413,90,9879,53.0,8549,47.0
489219,533700,13,8559,63.0,8462,37.0
489219,533806,26,8559,58.0,8462,42.0
489219,534014,45,8559,48.0,8462,52.0
489219,534155,61,8559,61.0,8462,39.0
489219,534322,82,8559,60.0,8462,40.0
489220,536075,17,8659,49.0,8456,51.0
489220,536227,45,8659,50.0,8456,50.0
489220,536422,62,8659,50.0,8456,50.0
489220,536523,75,8659,50.0,8456,50.0
489221,533800,24,8667,50.0,8472,50.0
489221,533964,43,8667,53.0,8472,47.0
489221,534257,74,8667,45.0,8472,55.0
489221,534456,90,8667,49.0,8472,51.0
489222,539640,25,8650,66.0,8559,34.0
489222,539853,45,8650,70.0,8559,30.0
489222,540135,70,8650,67.0,8559,33.0
489222,540374,90,8650,67.0,8559,33.0
489224,539704,29,8472,57.0,8655,43.0
489224,539900,45,8472,43.0,8655,57.0
489224,540218,71,8472,48.0,8655,52.0
489224,540447,90,8472,56.0,8655,44.0
489225,538712,24,8586,48.0,9879,52.0
489225,538884,45,8586,43.0,9879,57.0
489225,539158,68,8586,53.0,9879,47.0
489225,539335,90,8586,50.0,9879,50.0
489226,540538,25,10252,50.0,9825,50.0
489226,540591,45,10252,56.0,9825,44.0
489226,540653,70,10252,50.0,9825,50.0
489226,540716,90,10252,45.0,9825,55.0
489227,539664,25,8549,46.0,8668,54.0
489227,539866,45,8549,43.0,8668,57.0
489227,540238,70,8549,49.0,8668,51.0
489227,540393,90,8549,54.0,8668,46.0
489228,539649,25,8456,50.0,8667,50.0
489228,539857,45,8456,55.0,8667,45.0
489228,540155,69,8456,54.0,8667,46.0
489228,540404,90,8456,56.0,8667,44.0
489229,538708,25,8462,51.0,8654,49.0
489229,538909,45,8462,48.0,8654,52.0
489229,539224,75,8462,56.0,8654,44.0
489230,538580,25,10194,48.0,10260,52.0
489230,538766,45,10194,44.0,10260,56.0
489230,539044,70,10194,41.0,10260,59.0
489230,539229,90,10194,48.0,10260,52.0
489231,539662,25,8528,51.0,10261,49.0
489231,539887,45,8528,44.0,10261,56.0
489231,540189,70,8528,49.0,10261,51.0
489231,540377,86,8528,50.0,10261,50.0
489232,538713,25,8455,61.0,8659,39.0
489232,538910,45,8455,63.0,8659,37.0
489232,539183,70,8455,63.0,8659,37.0
489232,539361,90,8455,62.0,8659,38.0
489052,382231,25,8650,56.0,8549,44.0
489052,382542,45,8650,57.0,8549,43.0
489052,383348,75,8650,56.0,8549,44.0
489052,383485,90,8650,57.0,8549,43.0
489053,382278,29,8586,56.0,8472,44.0
489053,382594,45,8586,51.0,8472,49.0
489053,383468,90,8586,55.0,8472,45.0
489054,382322,25,10261,51.0,8559,49.0
489054,382726,45,10261,57.0,8559,43.0
489054,383238,70,10261,53.0,8559,47.0
489054,383547,90,10261,57.0,8559,43.0
489055,384560,25,8456,41.0,8654,59.0
489055,384693,45,8456,56.0,8654,44.0
489055,384905,70,8456,56.0,8654,44.0
489055,385056,90,8456,58.0,8654,42.0
489056,382218,24,8655,60.0,8667,40.0
489056,382558,44,8655,59.0,8667,41.0
489056,383214,70,8655,59.0,8667,41.0
489056,383480,90,8655,60.0,8667,40.0
489057,383731,25,9879,38.0,9825,62.0
489057,383792,45,9879,45.0,9825,55.0
489057,383865,70,9879,46.0,9825,54.0
489057,383933,90,9879,47.0,9825,53.0
489058,382224,25,8659,43.0,8668,57.0
489058,382623,45,8659,53.0,8668,47.0
489058,383169,70,8659,55.0,8668,45.0
489058,383551,90,8659,47.0,8668,53.0
489059,385665,25,8462,41.0,10260,59.0
489059,385722,45,8462,41.0,10260,59.0
489059,385790,72,8462,39.0,10260,61.0
489059,385828,90,8462,36.0,10260,64.0
489060,382237,25,10194,55.0,10252,45.0
489060,382580,45,10194,48.0,10252,52.0
489060,383156,69,10194,47.0,10252,53.0
489060,383510,90,10194,46.0,10252,54.0
489061,383997,25,8528,53.0,8455,47.0
489061,384098,45,8528,51.0,8455,49.0
489061,384250,70,8528,49.0,8455,51.0
489061,384389,90,8528,50.0,8455,50.0
489233,542860,25,10260,53.0,8549,47.0
489233,542931,45,10260,45.0,8549,55.0
489233,543016,70,10260,57.0,8549,43.0
489233,543070,90,10260,53.0,8549,47.0
489234,541499,25,9825,61.0,8462,39.0
489234,541775,45,9825,54.0,8462,46.0
489234,542144,70,9825,55.0,8462,45.0
489234,542425,90,9825,57.0,8462,43.0
489235,541493,25,8654,58.0,10194,42.0
489235,541759,45,8654,52.0,10194,48.0
489235,542211,72,8654,61.0,10194,39.0
489235,542478,90,8654,67.0,10194,33.0
489236,541488,24,8668,60.0,8472,40.0
489236,541806,45,8668,62.0,8472,38.0
489236,542154,69,8668,60.0,8472,40.0
489236,542462,90,8668,59.0,8472,41.0
489237,541001,18,10261,34.0,8650,66.0
489237,541031,31,10261,38.0,8650,62.0
489237,541055,45,10261,36.0,8650,64.0
489237,541075,57,10261,70.0,8650,30.0
489237,541104,75,10261,45.0,8650,55.0
489238,542601,25,8655,49.0,8456,51.0
489238,542665,45,8655,50.0,8456,50.0
489238,542726,70,8655,53.0,8456,47.0
489238,542793,90,8655,51.0,8456,49.0
489239,541372,16,9879,43.0,8455,57.0
489239,541436,21,9879,26.0,8455,74.0
489239,541648,36,9879,39.0,8455,61.0
489239,541787,45,9879,46.0,8455,54.0
489239,542169,70,9879,40.0,8455,60.0
489239,542473,90,9879,41.0,8455,59.0
489240,541517,25,8559,54.0,8528,46.0
489240,541834,45,8559,47.0,8528,53.0
489240,542214,70,8559,42.0,8528,58.0
489240,542541,90,8559,44.0,8528,56.0
489241,541466,25,8659,47.0,8586,53.0
489241,541763,45,8659,47.0,8586,53.0
489241,542193,70,8659,48.0,8586,52.0
489241,542463,90,8659,53.0,8586,47.0
489242,543137,25,8667,43.0,10252,57.0
489242,543180,45,8667,40.0,10252,60.0
489242,543246,70,8667,43.0,10252,57.0
489242,543294,90,8667,43.0,10252,57.0
489243,549633,25,10260,59.0,8455,41.0
489243,549759,45,10260,55.0,8455,45.0
489243,549918,70,10260,53.0,8455,47.0
489243,550048,90,10260,56.0,8455,44.0
489244,546925,25,9825,57.0,8559,43.0
489244,547100,45,9825,61.0,8559,39.0
489244,547381,70,9825,59.0,8559,41.0
489244,547551,90,9825,64.0,8559,36.0
489245,546514,25,10252,51.0,8659,49.0
489245,546568,45,10252,50.0,8659,50.0
489245,546645,70,10252,57.0,8659,43.0
489245,546691,90,10252,53.0,8659,47.0
489246,546912,26,8668,52.0,8667,48.0
489246,546973,32,8668,60.0,8667,40.0
489246,547099,45,8668,51.0,8667,49.0
489246,547351,71,8668,59.0,8667,41.0
489246,547408,76,8668,60.0,8667,40.0
489246,547564,90,8668,57.0,8667,43.0
489247,546913,25,8549,51.0,8472,49.0
489247,547110,45,8549,51.0,8472,49.0
489247,547328,70,8549,56.0,8472,44.0
489247,547597,90,8549,55.0,8472,45.0
489248,546901,24,10261,57.0,8654,43.0
489248,547086,44,10261,47.0,8654,53.0
489248,547333,70,10261,50.0,8654,50.0
489248,547528,89,10261,54.0,8654,46.0
489249,609246,21,9879,38.0,8655,62.0
489249,609324,28,9879,63.0,8655,37.0
489249,609406,45,9879,51.0,8655,49.0
489249,609915,72,9879,51.0,8655,49.0
489249,610036,90,9879,4.0,8655,96.0
489249,610041,90,9879,49.0,8655,51.0
489250,579324,26,8462,53.0,8456,47.0
489250,579442,45,8462,53.0,8456,47.0
489250,579669,74,8462,51.0,8456,49.0
489250,579742,90,8462,55.0,8456,45.0
489251,547705,11,10194,22.0,8650,78.0
489251,547758,29,10194,28.0,8650,72.0
489251,547841,45,10194,41.0,8650,59.0
489251,547931,66,10194,24.0,8650,76.0
489251,548025,90,10194,35.0,8650,65.0
489252,548763,22,8528,48.0,8586,52.0
489252,548808,31,8528,50.0,8586,50.0
489252,548937,45,8528,52.0,8586,48.0
489252,549151,71,8528,53.0,8586,47.0
489252,549275,90,8528,51.0,8586,49.0
489253,556556,24,8650,60.0,8668,40.0
489253,556603,45,8650,50.0,8668,50.0
489253,556661,70,8650,52.0,8668,48.0
489253,556690,90,8650,56.0,8668,44.0
489254,552531,25,8472,39.0,10252,61.0
489254,552665,45,8472,40.0,10252,60.0
489254,553233,70,8472,45.0,10252,55.0
489254,553316,90,8472,50.0,10252,50.0
489255,555410,25,8586,57.0,8462,43.0
489255,555486,45,8586,56.0,8462,44.0
489255,555712,70,8586,52.0,8462,48.0
489255,555790,90,8586,54.0,8462,46.0
489256,554543,26,8654,51.0,9879,49.0
489256,554668,45,8654,54.0,9879,46.0
489256,554927,78,8654,57.0,9879,43.0
489256,555016,90,8654,59.0,9879,41.0
489257,552328,25,8456,55.0,8528,45.0
489257,552616,45,8456,51.0,8528,49.0
489257,553031,70,8456,53.0,8528,47.0
489257,553306,90,8456,49.0,8528,51.0
489258,552368,25,8655,38.0,10261,62.0
489258,552611,45,8655,47.0,10261,53.0
489258,553116,70,8655,53.0,10261,47.0
489258,553298,90,8655,54.0,10261,46.0
489259,552354,27,8559,49.0,10260,51.0
489259,552684,45,8559,46.0,10260,54.0
489259,553043,72,8559,46.0,10260,54.0
489259,553311,90,8559,41.0,10260,59.0
489260,552302,22,8659,35.0,8549,65.0
489260,552605,44,8659,37.0,8549,63.0
489260,553074,70,8659,45.0,8549,55.0
489260,553329,89,8659,41.0,8549,59.0
489261,553517,21,8667,56.0,9825,44.0
489261,553596,41,8667,41.0,9825,59.0
489261,553609,45,8667,43.0,9825,57.0
489261,553669,51,8667,36.0,9825,64.0
489261,553719,70,8667,61.0,9825,39.0
489261,553834,90,8667,43.0,9825,57.0
489262,552285,18,8455,78.0,10194,22.0
489262,552344,23,8455,90.0,10194,10.0
489262,552677,45,8455,53.0,10194,47.0
489262,553103,71,8455,58.0,10194,42.0
489262,553371,90,8455,56.0,10194,44.0
489263,562659,16,8472,49.0,9879,51.0
489263,562750,30,8472,50.0,9879,50.0
489263,562905,45,8472,50.0,9879,50.0
489263,563110,60,8472,49.0,9879,51.0
489263,563246,75,8472,51.0,9879,49.0
489263,563404,90,8472,53.0,9879,47.0
489264,562859,25,8586,50.0,10194,50.0
489264,563004,45,8586,59.0,10194,41.0
489264,563316,70,8586,62.0,10194,38.0
489264,563483,90,8586,58.0,10194,42.0
489265,564324,25,8654,57.0,8667,43.0
489265,564625,45,8654,69.0,8667,31.0
489265,565278,70,8654,62.0,8667,38.0
489265,565548,90,8654,56.0,8667,44.0
489266,562970,25,8659,57.0,10260,43.0
489266,563103,45,8659,43.0,10260,57.0
489266,563455,71,8659,43.0,10260,57.0
489266,563558,90,8659,39.0,10260,61.0
489267,562836,24,8462,58.0,10252,42.0
489267,563010,44,8462,51.0,10252,49.0
489267,563328,69,8462,58.0,10252,42.0
489267,563503,90,8462,54.0,10252,46.0
489268,564119,25,8528,43.0,8650,57.0
489268,564410,45,8528,44.0,8650,56.0
489268,565037,70,8528,47.0,8650,53.0
489268,565349,90,8528,48.0,8650,52.0
489269,564291,24,8668,58.0,9825,42.0
489269,564593,45,8668,51.0,9825,49.0
489269,565248,69,8668,45.0,9825,55.0
489269,565501,90,8668,49.0,9825,51.0
489270,564011,25,8456,63.0,10261,37.0
489270,564360,45,8456,66.0,10261,34.0
489270,564999,70,8456,63.0,10261,37.0
