match_api_id,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,GBH,GBD,GBA,BSH,BSD,BSA
492565,1.3,5.25,9.5,1.25,5.0,10.0,1.3,4.2,8.0,1.29,4.33,9.0,,,,1.25,4.5,9.5,1.27,5.0,10.0,1.28,4.5,8.5,1.25,5.0,10.0,1.25,5.0,9.0
492566,2.6,3.2,2.5,2.6,3.2,2.4,2.4,3.2,2.4,2.5,3.2,2.5,,,,2.6,3.1,2.4,2.6,3.25,2.5,2.65,3.3,2.3,2.6,3.25,2.5,2.62,3.2,2.38
492567,1.91,3.4,4.0,1.85,3.35,3.8,1.8,3.1,3.8,1.8,3.3,3.75,,,,1.8,3.3,3.75,1.8,3.3,4.25,2.0,3.2,3.4,1.85,3.3,4.0,1.83,3.3,3.8
492568,2.9,3.3,2.38,2.75,3.3,2.25,2.5,3.2,2.3,2.6,3.2,2.38,,,,2.75,3.2,2.25,2.8,3.2,2.38,2.75,3.2,2.3,2.75,3.25,2.35,2.75,3.2,2.3
492569,1.7,3.3,4.5,1.75,3.45,4.0,1.7,3.2,4.2,1.67,3.3,4.5,,,,1.7,3.4,4.2,1.7,3.4,4.75,1.7,3.4,4.35,1.75,3.4,4.25,1.7,3.4,4.33
492570,2.35,3.3,3.0,2.35,3.25,2.7,2.2,3.1,2.8,2.2,3.2,2.8,,,,2.2,3.2,2.8,2.3,3.25,2.88,2.2,3.25,2.9,2.3,3.25,2.85,2.3,3.2,2.75
492571,6.0,3.75,1.57,5.1,3.6,1.55,4.6,3.4,1.6,5.5,3.6,1.5,,,,5.25,3.5,1.55,5.25,3.5,1.62,5.5,3.5,1.55,5.25,3.6,1.6,6.0,3.6,1.5
492572,4.0,3.25,1.83,4.3,3.5,1.68,3.7,3.2,1.8,4.0,3.4,1.73,,,,4.0,3.3,1.75,4.25,3.3,1.8,3.6,3.25,1.9,4.1,3.4,1.8,3.8,3.3,1.83
492573,1.36,4.75,8.5,1.25,5.0,9.0,1.3,4.2,8.0,1.36,4.0,7.0,,,,1.3,4.2,8.5,1.33,4.5,9.0,1.28,4.5,8.5,1.3,4.75,7.5,1.3,4.5,8.5
492574,2.4,3.3,2.9,2.25,3.2,2.8,2.2,3.1,2.8,2.5,3.2,2.5,,,,2.3,3.25,2.6,2.4,3.3,2.75,2.35,3.25,2.65,2.3,3.2,2.75,2.3,3.25,2.7
492575,3.2,3.3,2.25,3.25,3.2,2.1,3.1,3.0,2.1,2.75,3.25,2.2,,,,3.0,3.2,2.1,3.3,3.3,2.1,3.25,3.25,2.0,3.1,3.2,2.15,3.1,3.25,2.1
492576,1.75,3.75,4.33,1.85,3.35,3.65,1.75,3.2,4.0,1.73,3.4,4.0,,,,1.8,3.4,3.6,1.85,3.5,4.25,1.75,3.25,4.35,1.8,3.3,4.2,1.7,3.3,4.5
492577,1.4,4.33,8.0,1.38,4.0,7.2,1.4,3.9,6.0,1.33,4.0,8.0,,,,1.4,4.0,7.0,1.4,4.33,7.0,1.35,4.0,7.5,1.4,4.2,7.0,1.36,4.2,7.0
492578,1.83,3.5,4.2,1.8,3.35,3.9,1.85,3.2,3.5,1.73,3.4,4.0,,,,1.9,3.4,3.25,1.83,3.4,4.0,1.8,3.25,4.0,1.85,3.3,4.0,1.8,3.3,4.0
492579,2.0,3.5,3.6,1.95,3.25,3.4,2.0,3.2,3.1,1.91,3.25,3.4,,,,2.05,3.25,3.0,2.05,3.25,3.5,2.0,3.25,3.25,1.95,3.2,3.5,2.0,3.25,3.3
492580,2.7,3.25,2.6,2.5,3.3,2.45,2.45,3.1,2.45,2.5,3.2,2.5,,,,2.5,3.25,2.4,2.6,3.2,2.6,2.4,3.25,2.6,2.5,3.25,2.5,2.5,3.2,2.5
492581,3.6,3.3,2.05,3.4,3.25,1.95,3.9,3.3,1.75,3.75,3.3,1.8,,,,3.25,3.25,1.95,3.6,3.3,1.95,3.75,3.25,1.85,3.6,3.25,1.95,3.5,3.3,1.91
492582,2.3,3.25,2.9,2.2,3.15,3.0,2.0,3.1,3.2,2.2,3.25,2.75,,,,2.15,3.1,3.0,2.15,3.2,3.3,2.25,3.1,2.8,2.1,3.2,3.2,2.2,3.2,2.9
492583,1.25,5.25,10.0,1.23,5.0,10.0,1.3,4.2,8.0,1.25,4.5,10.0,,,,1.25,4.8,9.0,1.27,5.5,10.0,1.25,5.0,9.0,1.27,5.0,8.5,1.25,5.0,9.0
492584,2.0,3.25,3.5,2.1,3.2,3.2,2.0,3.1,3.2,2.0,3.2,3.2,,,,1.9,3.25,3.5,2.1,3.3,3.4,2.1,3.3,3.1,2.0,3.2,3.5,2.0,3.25,3.3
492585,3.25,3.25,2.1,3.4,3.2,2.0,2.8,3.1,2.2,3.0,3.2,2.1,,,,3.2,3.2,2.0,3.5,3.25,2.1,3.2,3.2,2.1,3.2,3.2,2.1,3.1,3.2,2.1
492586,2.3,3.25,2.8,2.25,3.1,2.95,2.1,3.1,3.0,2.2,3.25,2.75,,,,2.1,3.2,3.0,2.25,3.25,3.1,2.25,3.3,2.8,2.2,3.2,3.0,2.2,3.1,3.0
492587,2.05,3.25,3.4,1.95,3.2,3.6,2.0,3.1,3.2,2.1,3.2,3.0,,,,2.1,3.2,3.0,2.05,3.3,3.5,2.1,3.3,3.1,2.1,3.2,3.2,2.0,3.2,3.4
492588,2.2,3.25,3.0,2.1,3.25,3.1,2.1,3.1,3.0,2.2,3.2,2.8,,,,2.25,3.2,2.75,2.2,3.25,3.2,2.2,3.3,2.8,2.2,3.2,3.0,2.25,3.25,2.8
492589,4.33,3.4,1.75,4.6,3.4,1.7,3.4,3.3,1.85,4.0,3.4,1.72,,,,3.2,3.2,2.0,4.33,3.4,1.83,4.0,3.5,1.75,4.25,3.3,1.75,4.33,3.3,1.73
492590,2.5,3.3,2.75,2.3,3.2,2.75,2.3,3.1,2.6,2.4,3.1,2.6,,,,2.3,3.1,2.7,2.4,3.3,2.8,2.5,3.2,2.6,2.45,3.2,2.75,2.3,3.2,2.75
492591,1.44,4.33,7.0,1.4,3.85,7.75,1.4,3.9,6.0,1.5,3.5,6.0,,,,1.45,4.0,6.25,1.44,4.0,7.5,1.45,4.0,6.0,1.45,3.8,7.0,1.44,3.75,6.5
492592,1.36,4.5,9.0,1.35,4.25,8.0,1.35,4.0,7.0,1.36,4.0,7.0,,,,1.35,4.3,7.75,1.36,4.5,8.5,1.35,4.0,7.5,1.37,4.25,8.0,1.36,4.2,7.0
492622,4.33,3.4,1.85,4.85,3.4,1.65,3.8,3.1,1.8,3.75,3.3,1.8,,,,4.2,3.4,1.75,4.75,3.5,1.73,4.5,3.4,1.7,4.6,3.4,1.73,4.2,3.4,1.73
492623,1.44,4.33,7.0,1.55,3.45,5.9,1.55,3.5,4.8,1.44,3.6,6.5,,,,1.5,3.8,5.75,1.44,4.0,7.5,1.5,3.6,6.0,1.53,3.75,6.0,1.5,3.6,6.0
492624,1.67,3.75,5.5,1.55,3.5,5.85,1.6,3.4,4.6,1.57,3.5,5.0,,,,1.6,3.6,5.0,1.62,3.6,5.5,1.6,3.6,4.5,1.62,3.5,5.25,1.6,3.5,5.0
492628,2.1,3.3,3.2,2.05,3.3,3.2,2.2,3.1,2.8,2.2,3.25,2.75,,,,2.1,3.2,3.2,2.2,3.25,3.2,2.2,3.25,2.8,2.2,3.25,3.1,2.2,3.25,2.88
492631,2.4,3.3,2.88,2.3,3.2,2.8,2.2,3.1,2.8,2.2,3.25,2.75,,,,2.5,3.15,2.6,2.38,3.25,2.88,2.25,3.25,2.75,2.3,3.25,2.9,2.5,3.2,2.5
492636,2.38,3.4,2.88,2.25,3.1,2.9,2.3,3.0,2.7,2.2,3.25,2.75,,,,2.3,3.2,2.62,2.38,3.2,3.0,2.25,3.25,2.8,2.3,3.2,2.75,2.3,3.2,2.75
492638,2.2,3.3,3.3,2.25,3.0,3.0,2.3,3.1,2.6,2.2,3.0,3.0,,,,2.25,3.2,2.9,2.25,3.25,3.0,2.25,3.25,2.8,2.25,3.2,3.0,2.3,3.2,2.75
492649,1.44,4.2,6.0,1.32,4.5,8.25,1.3,4.2,8.0,1.33,4.33,7.0,,,,1.33,4.2,7.5,1.36,4.5,8.0,1.4,4.0,7.0,1.33,4.5,7.5,1.36,4.2,7.0
492651,1.73,3.4,4.5,1.65,3.45,4.9,1.65,3.4,4.2,1.72,3.4,4.0,,,,1.7,3.4,4.2,1.67,3.5,5.0,1.7,3.4,4.5,1.7,3.4,4.4,1.7,3.4,4.33
492658,2.2,3.25,3.0,2.2,3.2,3.0,2.2,3.0,2.9,2.25,3.25,2.7,,,,2.3,3.25,2.6,2.2,3.25,3.1,2.25,3.25,2.75,2.15,3.2,3.0,2.25,3.2,2.8
492662,1.29,4.75,9.5,1.3,4.7,8.5,1.4,3.9,6.0,1.33,4.0,8.0,,,,1.36,3.75,8.0,1.36,4.5,8.0,1.3,4.5,8.0,1.33,4.5,7.5,1.33,4.5,7.5
492664,5.0,3.75,1.67,5.35,3.5,1.6,4.6,3.4,1.6,4.5,3.5,1.61,,,,5.0,3.5,1.57,6.0,3.5,1.62,5.0,3.5,1.6,4.75,3.5,1.6,4.5,3.5,1.67
492666,4.75,3.5,1.67,5.25,3.5,1.6,4.2,3.4,1.65,4.33,3.4,1.66,,,,5.0,3.4,1.6,5.25,3.4,1.67,4.5,3.4,1.65,4.75,3.4,1.65,5.0,3.4,1.62
492670,2.2,3.25,3.0,2.1,3.1,3.3,2.2,3.1,2.8,2.2,3.2,2.8,,,,2.2,3.2,2.8,2.15,3.2,3.25,2.2,3.25,2.9,2.15,3.2,3.0,2.25,3.2,2.8
492674,2.3,3.2,2.88,2.15,3.25,3.05,2.2,3.1,2.8,2.3,3.2,2.62,,,,2.2,3.2,2.8,2.4,3.2,2.8,2.4,3.25,2.65,2.2,3.2,2.9,2.38,3.2,2.62
492677,1.57,3.6,5.25,1.55,3.45,6.0,1.6,3.4,4.6,1.57,3.5,5.0,,,,1.6,3.25,5.5,1.62,3.5,5.5,1.55,3.6,5.0,1.6,3.5,5.0,1.57,3.4,5.5
492683,1.2,6.0,11.0,1.2,5.1,12.0,1.2,5.0,10.0,1.17,5.5,12.0,,,,1.22,5.0,9.5,1.2,6.5,13.0,1.2,5.5,11.0,1.2,5.5,11.0,1.2,6.0,10.0
492686,1.36,4.5,7.5,1.28,4.5,9.0,1.3,4.2,8.0,1.29,4.33,9.0,,,,1.3,4.5,7.5,1.36,4.5,9.0,1.28,4.5,8.5,1.3,4.5,8.5,1.3,4.5,8.5
492689,2.1,3.25,3.25,2.15,3.1,3.1,2.1,3.1,3.0,2.0,3.2,3.2,,,,2.1,3.2,3.0,2.15,3.25,3.4,2.1,3.25,3.0,2.1,3.2,3.1,2.1,3.25,3.1
492692,1.67,3.4,5.0,1.6,3.5,4.9,1.65,3.3,4.4,1.62,3.5,4.5,,,,1.65,3.4,4.5,1.7,3.5,5.25,1.65,3.5,4.5,1.67,3.4,4.6,1.67,3.4,4.75
492693,2.4,3.3,2.88,2.25,3.0,3.0,2.2,3.1,2.8,2.38,3.2,2.6,,,,2.25,3.2,2.75,2.4,3.2,3.0,2.3,3.3,2.65,2.35,3.25,2.8,2.3,3.2,2.75
492696,2.88,3.2,2.3,3.0,3.0,2.25,2.6,3.1,2.3,2.75,3.2,2.25,,,,2.75,3.2,2.25,3.2,3.2,2.25,2.6,3.3,2.35,2.75,3.2,2.3,2.62,3.2,2.38
492699,3.25,3.3,2.1,2.95,3.25,2.15,2.8,3.1,2.2,2.88,3.3,2.1,,,,3.2,3.2,2.0,3.4,3.25,2.15,3.0,3.25,2.1,2.85,3.25,2.2,3.1,3.25,2.1
492702,3.25,3.25,2.1,3.35,3.2,2.0,3.2,3.1,2.0,3.0,3.2,2.1,,,,3.0,3.2,2.1,3.5,3.2,2.15,3.0,3.25,2.1,3.1,3.2,2.1,3.3,3.25,2.0
492706,2.2,3.25,3.0,2.15,3.15,3.05,2.4,3.1,2.5,2.2,3.25,2.75,,,,2.2,3.25,2.75,2.38,3.2,3.0,2.25,3.3,2.75,2.2,3.25,2.9,2.3,3.2,2.75
492709,2.62,3.2,2.62,2.25,3.2,2.9,2.1,3.1,3.0,2.25,3.25,2.7,,,,2.3,3.1,2.7,2.4,3.2,2.8,2.3,3.2,2.7,2.3,3.2,2.85,2.3,3.2,2.75
492713,1.53,4.0,6.0,1.55,3.55,5.65,1.55,3.5,4.8,1.5,3.5,6.0,,,,1.57,3.5,5.0,1.62,3.6,5.5,1.45,3.6,6.5,1.6,3.5,5.25,1.57,3.6,5.0
492717,2.05,3.3,3.6,2.1,3.2,3.2,2.1,3.1,3.0,2.0,3.2,3.2,,,,2.1,3.25,2.9,2.1,3.25,3.25,1.95,3.25,3.4,2.05,3.25,3.3,2.1,3.25,3.1
492720,1.5,4.0,6.5,1.45,3.65,7.15,1.45,3.8,5.4,1.57,3.25,5.5,,,,1.5,3.4,6.0,1.5,3.8,6.5,1.4,3.8,6.5,1.45,3.75,7.0,1.5,3.6,6.0
492722,3.25,3.25,2.2,2.75,3.15,2.35,2.6,3.1,2.3,2.75,3.2,2.25,,,,2.75,3.2,2.25,2.8,3.2,2.4,2.75,3.25,2.25,2.75,3.25,2.3,2.7,3.25,2.3
492724,2.5,3.3,2.75,2.2,3.25,2.95,2.3,3.1,2.6,2.37,3.2,2.6,,,,2.25,3.2,2.75,2.38,3.2,3.0,2.25,3.2,2.8,2.6,3.1,2.6,2.38,3.2,2.62
492728,8.0,4.75,1.36,7.15,4.0,1.4,6.0,3.9,1.4,6.0,3.75,1.44,,,,6.5,3.6,1.44,6.5,3.8,1.5,6.5,3.8,1.4,7.0,4.0,1.4,7.0,4.0,1.4
492734,2.8,3.25,2.5,2.4,3.2,2.65,2.3,3.1,2.6,2.37,3.2,2.6,,,,2.4,3.25,2.5,2.6,3.2,2.6,2.5,3.25,2.5,2.5,3.2,2.6,2.5,3.2,2.5
492735,2.05,3.3,3.6,1.95,3.05,3.7,1.9,3.2,3.4,2.0,3.2,3.2,,,,2.0,3.2,3.2,1.9,3.4,3.8,2.0,3.25,3.25,1.95,3.3,3.5,1.91,3.3,3.5
492742,1.57,3.8,6.0,1.5,3.7,5.7,1.6,3.4,4.6,1.57,3.5,5.0,,,,1.6,3.4,4.8,1.57,3.75,6.0,1.6,3.4,5.0,1.6,3.6,5.0,1.57,3.6,5.0
492745,1.5,4.2,6.5,1.45,3.6,7.0,1.5,3.7,5.0,1.53,3.5,5.5,,,,1.5,3.4,6.0,1.57,3.6,6.0,1.5,3.6,6.0,1.55,3.6,5.75,1.53,3.6,5.5
492746,2.25,3.25,3.25,2.4,3.2,2.7,2.3,3.1,2.6,2.4,3.25,2.5,,,,2.3,3.25,2.6,2.4,3.2,2.88,2.2,3.25,2.9,2.3,3.2,2.8,2.25,3.2,2.8
492749,1.61,3.75,5.5,1.6,3.5,5.0,1.7,3.3,4.0,1.62,3.25,5.0,,,,1.7,3.25,4.33,1.7,3.5,5.0,1.65,3.4,4.35,1.65,3.4,5.0,1.67,3.4,4.5
492753,1.4,4.33,8.5,1.4,3.75,8.0,1.45,3.8,5.4,1.36,4.0,7.0,,,,1.44,3.75,6.0,1.44,4.0,7.5,1.45,3.75,6.5,1.45,3.75,7.0,1.44,3.75,6.5
492757,1.83,3.4,4.5,1.7,3.4,4.6,1.7,3.3,4.0,1.62,3.25,5.0,,,,1.73,3.25,4.2,1.73,3.4,5.0,1.75,3.3,4.35,1.7,3.3,4.75,1.73,3.3,4.33
492758,3.0,3.25,2.4,3.0,3.2,2.2,2.8,3.1,2.2,2.75,3.25,2.2,,,,2.7,3.2,2.25,3.0,3.25,2.3,2.8,3.25,2.25,3.0,3.2,2.2,2.75,3.2,2.3
492760,2.3,3.25,3.2,2.35,3.15,2.8,2.4,3.1,2.5,2.2,3.25,2.75,,,,2.4,3.2,2.5,2.5,3.2,2.75,2.4,3.2,2.65,2.4,3.2,2.7,2.4,3.2,2.62
492763,1.57,3.8,6.0,1.6,3.55,4.9,1.65,3.4,4.2,1.67,3.4,4.33,,,,1.67,3.4,4.33,1.62,3.6,5.5,1.65,3.4,4.5,1.6,3.4,5.25,1.57,3.4,5.5
492769,2.6,3.3,2.62,2.55,3.3,2.4,2.5,3.2,2.3,2.5,3.1,2.5,,,,2.5,3.1,2.5,2.6,3.2,2.6,2.4,3.25,2.65,2.6,3.25,2.45,2.5,3.2,2.5
492772,2.1,3.2,3.3,2.15,3.1,3.1,1.8,3.2,3.7,1.8,3.2,4.0,,,,2.0,3.2,3.2,1.95,3.3,3.75,2.1,3.2,3.2,2.0,3.3,3.5,2.0,3.2,3.4
492775,1.36,4.5,9.0,1.3,4.5,8.25,1.37,4.0,7.0,1.33,4.0,8.0,,,,1.33,4.0,8.0,1.33,4.5,9.0,1.35,4.35,7.5,1.35,4.5,7.5,1.3,4.5,8.5
492779,2.8,3.3,2.3,2.9,3.3,2.15,2.5,3.2,2.3,2.7,3.3,2.2,,,,2.6,3.25,2.3,2.8,3.25,2.38,2.8,3.2,2.3,2.9,3.25,2.25,2.62,3.2,2.38
492781,1.2,6.5,13.0,1.16,6.0,12.0,1.2,5.0,10.0,1.17,5.5,12.0,,,,1.17,6.0,10.0,1.18,6.5,12.0,1.2,5.5,12.0,1.18,6.0,12.0,1.14,6.0,15.0
492782,1.45,4.0,6.0,1.45,3.6,7.0,1.33,4.2,8.0,1.36,4.0,7.0,,,,1.4,3.75,7.0,1.4,4.0,8.0,1.4,4.2,7.0,1.45,4.1,6.5,1.44,3.75,6.5
492785,1.67,3.5,4.75,1.65,3.45,4.6,1.7,3.3,4.0,1.67,3.3,4.5,,,,1.67,3.4,4.33,1.67,3.5,5.0,1.65,3.5,4.75,1.67,3.4,4.75,1.62,3.4,5.0
492789,1.45,3.8,6.5,1.55,3.5,5.5,1.5,3.7,5.0,1.53,3.5,5.5,,,,1.5,3.6,5.5,1.44,3.8,7.5,1.5,3.7,6.0,1.53,3.6,6.0,1.5,3.6,6.0
492792,2.1,3.3,3.5,2.1,3.15,3.15,2.2,3.1,2.8,2.1,3.2,3.0,,,,2.1,3.2,3.0,2.1,3.2,3.4,2.2,3.1,3.1,2.15,3.2,3.1,2.2,3.2,2.88
492798,2.7,3.25,2.4,2.75,3.2,2.3,2.9,3.2,2.1,2.75,3.25,2.2,,,,2.6,3.25,2.3,3.0,3.25,2.25,2.8,3.2,2.3,2.8,3.25,2.3,2.62,3.2,2.38
492801,3.0,3.3,2.2,2.8,3.2,2.3,3.1,3.0,2.1,2.75,3.25,2.2,,,,2.75,3.2,2.25,3.25,3.25,2.15,2.8,3.25,2.2,2.85,3.25,2.3,2.75,3.25,2.3
492804,3.4,3.25,2.0,3.4,3.35,1.95,3.3,3.3,1.9,2.75,3.25,2.2,,,,2.9,3.25,2.1,3.5,3.25,2.05,3.6,3.3,1.9,3.4,3.25,2.0,3.5,3.3,1.91
492805,1.44,4.0,6.5,1.4,3.85,7.1,1.45,3.8,5.4,1.4,3.75,7.0,,,,1.5,3.6,5.5,1.44,4.0,7.0,1.4,4.0,7.0,1.45,3.9,6.5,1.44,3.75,6.5
492807,2.7,3.2,2.4,2.6,3.25,2.4,2.4,3.2,2.4,2.5,3.2,2.5,,,,2.5,3.1,2.5,2.75,3.2,2.5,2.65,3.2,2.35,2.65,3.2,2.45,2.5,3.2,2.5
492810,2.9,3.2,2.25,2.85,3.25,2.2,2.5,3.2,2.3,2.75,3.25,2.2,,,,2.8,3.25,2.2,3.0,3.2,2.3,2.7,3.2,2.35,2.75,3.2,2.35,2.8,3.2,2.25
492814,2.3,3.25,2.8,2.25,3.2,2.85,2.2,3.2,2.75,2.2,3.25,2.75,,,,2.3,3.25,2.6,2.3,3.2,3.0,2.3,3.2,2.8,2.3,3.2,2.85,2.3,3.2,2.75
492817,1.57,3.6,5.25,1.5,3.65,5.75,1.55,3.5,4.8,1.57,3.5,5.0,,,,1.57,3.5,5.0,1.57,3.75,5.5,1.55,3.5,5.5,1.57,3.5,5.5,1.53,3.6,5.5
492819,3.2,3.25,2.1,2.75,3.2,2.3,2.5,3.2,2.3,2.6,3.2,2.37,,,,2.5,3.25,2.4,3.0,3.25,2.25,2.9,3.2,2.25,2.85,3.2,2.3,2.88,3.2,2.2
492482,1.33,4.5,8.0,1.32,4.5,8.0,1.3,4.2,8.0,1.33,4.0,8.0,,,,1.35,4.2,7.0,1.4,4.5,8.0,1.33,4.35,8.0,1.4,4.25,7.5,1.4,4.0,7.0
492483,1.65,3.4,5.0,1.65,3.55,4.5,1.5,3.7,5.0,1.53,3.5,5.5,,,,1.6,3.4,4.8,1.62,3.4,6.0,1.55,3.6,5.0,1.6,3.5,5.0,1.62,3.4,5.0
492484,1.33,4.2,10.0,1.35,4.25,7.5,1.35,4.0,7.0,1.33,4.0,8.0,,,,1.36,4.0,7.0,1.33,4.5,9.0,1.35,4.0,8.0,1.4,3.8,7.5,1.33,4.33,7.5
492485,3.6,3.3,1.95,2.9,3.3,2.15,2.75,3.2,2.2,2.8,3.2,2.2,,,,2.75,3.25,2.2,3.3,3.3,2.05,3.0,3.25,2.1,3.0,3.2,2.15,3.1,3.2,2.1
492486,1.5,3.6,6.5,1.6,3.45,5.15,1.7,3.3,4.0,1.57,3.5,5.0,,,,1.62,3.5,4.5,1.57,3.4,6.5,1.55,3.6,5.0,1.65,3.4,4.75,1.53,3.6,5.5
492487,1.65,3.6,4.75,1.7,3.45,4.3,1.65,3.3,4.4,1.53,3.5,5.5,,,,1.67,3.4,4.33,1.57,3.5,6.0,1.65,3.4,4.5,1.67,3.4,4.5,1.67,3.4,4.5
492488,2.05,3.3,3.4,2.05,3.2,3.2,2.1,3.1,3.0,1.91,3.4,3.25,,,,2.0,3.3,3.1,1.95,3.4,3.6,2.0,3.25,3.25,2.0,3.2,3.3,2.0,3.25,3.3
492489,3.0,3.25,2.2,2.8,3.2,2.25,2.5,3.2,2.3,2.75,3.2,2.25,,,,2.5,3.3,2.38,2.8,3.25,2.4,2.8,3.2,2.25,2.7,3.2,2.3,2.62,3.2,2.38
492490,1.53,3.75,5.5,1.6,3.45,5.2,1.55,3.5,4.8,1.44,3.75,6.0,,,,1.62,3.5,4.5,1.5,3.75,6.5,1.55,3.5,5.0,1.6,3.5,5.0,1.53,3.6,5.5
492822,4.75,3.6,1.66,4.4,3.35,1.7,4.0,3.3,1.7,4.2,3.25,1.73,,,,3.8,3.25,1.8,4.5,3.4,1.73,4.5,3.4,1.7,4.5,3.5,1.7,4.33,3.3,1.73
492844,2.4,3.25,2.7,2.3,3.2,2.75,2.4,3.1,2.5,2.2,3.2,2.8,,,,2.3,3.3,2.6,2.38,3.2,2.8,2.25,3.25,2.8,2.35,3.2,2.8,2.3,3.2,2.75
492845,3.25,3.2,2.2,2.8,3.2,2.25,3.0,3.1,2.1,3.1,3.3,2.0,,,,2.8,3.2,2.2,3.0,3.25,2.2,2.75,3.25,2.25,3.0,3.25,2.25,3.0,3.25,2.15
492847,2.6,3.25,2.5,2.4,3.2,2.6,2.3,3.1,2.6,2.5,3.1,2.5,,,,2.5,3.1,2.5,2.5,3.2,2.6,2.6,3.25,2.4,2.55,3.2,2.6,2.5,3.2,2.5
492849,1.57,3.5,5.5,1.6,3.5,5.0,1.55,3.5,4.8,1.62,3.25,5.0,,,,1.6,3.4,5.0,1.62,3.6,5.0,1.5,3.6,5.5,1.6,3.6,5.5,1.53,3.6,5.5
492851,1.8,3.4,4.0,1.8,3.2,4.1,1.75,3.3,3.8,1.7,3.25,4.33,,,,1.73,3.25,4.2,1.73,3.4,4.5,1.85,3.25,3.75,1.8,3.3,4.25,1.75,3.3,4.2
492853,1.2,5.5,11.0,1.2,5.6,10.0,1.17,5.5,11.0,1.2,5.0,11.0,,,,1.12,6.5,12.0,1.2,5.75,11.0,1.15,6.0,12.0,1.2,5.75,12.0,1.17,6.0,11.0
492856,1.3,5.0,8.5,1.2,5.6,10.0,1.2,5.0,10.0,1.22,5.0,10.0,,,,1.25,4.5,10.0,1.25,5.25,10.0,1.25,5.0,10.0,1.25,5.25,10.0,1.25,5.0,10.0
492858,1.9,3.3,3.6,2.0,3.25,3.3,2.0,3.2,3.1,1.91,3.2,3.5,,,,2.0,3.2,3.2,2.1,3.25,3.25,1.9,3.25,3.5,2.0,3.25,3.5,2.0,3.25,3.3
492989,4.33,3.4,1.72,4.6,3.5,1.65,4.0,3.3,1.7,3.75,3.3,1.8,,,,4.33,3.4,1.67,5.0,3.5,1.7,4.35,3.3,1.75,4.5,3.4,1.75,4.2,3.3,1.75
492990,5.0,3.75,1.66,4.7,3.4,1.65,4.4,3.3,1.65,4.33,3.4,1.66,,,,4.5,3.5,1.62,5.0,3.5,1.7,5.0,3.4,1.6,4.75,3.4,1.7,4.5,3.5,1.67
492991,1.2,5.5,13.0,1.17,5.5,13.0,1.17,5.5,11.0,1.16,5.5,12.0,,,,1.17,5.5,12.0,1.2,6.0,12.0,1.2,5.5,11.0,1.2,5.75,12.0,1.17,6.0,12.0
