match_api_id,home_team_buildUpPlaySpeed,home_team_buildUpPlayPassing,home_team_chanceCreationPassing,home_team_chanceCreationCrossing,home_team_chanceCreationShooting,home_team_defencePressure,home_team_defenceAggression,home_team_defenceTeamWidth,away_team_buildUpPlaySpeed,away_team_buildUpPlayPassing,away_team_chanceCreationPassing,away_team_chanceCreationCrossing,away_team_chanceCreationShooting,away_team_defencePressure,away_team_defenceAggression,away_team_defenceTeamWidth
492666,,,,,,,,,,,,,,,,
492670,,,,,,,,,,,,,,,,
492674,,,,,,,,,,,,,,,,
492677,,,,,,,,,,,,,,,,
492683,,,,,,,,,,,,,,,,
492686,,,,,,,,,,,,,,,,
492689,,,,,,,,,,,,,,,,
492692,,,,,,,,,,,,,,,,
492693,,,,,,,,,,,,,,,,
492696,,,,,,,,,,,,,,,,
492699,,,,,,,,,,,,,,,,
492702,,,,,,,,,,,,,,,,
492706,,,,,,,,,,,,,,,,
492709,,,,,,,,,,,,,,,,
492713,,,,,,,,,,,,,,,,
492717,,,,,,,,,,,,,,,,
492720,,,,,,,,,,,,,,,,
492722,,,,,,,,,,,,,,,,
492724,,,,,,,,,,,,,,,,
492728,,,,,,,,,,,,,,,,
492734,,,,,,,,,,,,,,,,
492735,,,,,,,,,,,,,,,,
492742,,,,,,,,,,,,,,,,
492745,,,,,,,,,,,,,,,,
492746,,,,,,,,,,,,,,,,
492749,,,,,,,,,,,,,,,,
492753,,,,,,,,,,,,,,,,
492757,,,,,,,,,,,,,,,,
492758,,,,,,,,,,,,,,,,
492760,,,,,,,,,,,,,,,,
492763,,,,,,,,,,,,,,,,
492769,,,,,,,,,,,,,,,,
492772,,,,,,,,,,,,,,,,
492775,,,,,,,,,,,,,,,,
492779,,,,,,,,,,,,,,,,
492781,,,,,,,,,,,,,,,,
492782,,,,,,,,,,,,,,,,
492785,,,,,,,,,,,,,,,,
492789,,,,,,,,,,,,,,,,
492792,,,,,,,,,,,,,,,,
492798,,,,,,,,,,,,,,,,
492801,,,,,,,,,,,,,,,,
492804,,,,,,,,,,,,,,,,
492805,,,,,,,,,,,,,,,,
492807,,,,,,,,,,,,,,,,
492810,,,,,,,,,,,,,,,,
492814,,,,,,,,,,,,,,,,
492817,,,,,,,,,,,,,,,,
492819,,,,,,,,,,,,,,,,
492482,,,,,,,,,,,,,,,,
492483,,,,,,,,,,,,,,,,
492484,,,,,,,,,,,,,,,,
492485,,,,,,,,,,,,,,,,
492486,,,,,,,,,,,,,,,,
492487,,,,,,,,,,,,,,,,
492488,,,,,,,,,,,,,,,,
492489,,,,,,,,,,,,,,,,
492490,,,,,,,,,,,,,,,,
492822,,,,,,,,,,,,,,,,
492844,,,,,,,,,,,,,,,,
492845,,,,,,,,,,,,,,,,
492847,,,,,,,,,,,,,,,,
492849,,,,,,,,,,,,,,,,
492851,,,,,,,,,,,,,,,,
492853,,,,,,,,,,,,,,,,
492856,,,,,,,,,,,,,,,,
492858,,,,,,,,,,,,,,,,
492989,,,,,,,,,,,,,,,,
492990,,,,,,,,,,,,,,,,
492991,,,,,,,,,,,,,,,,
492992,,,,,,,,,,,,,,,,
492993,,,,,,,,,,,,,,,,
492994,,,,,,,,,,,,,,,,
492995,,,,,,,,,,,,,,,,
492996,,,,,,,,,,,,,,,,
492997,,,,,,,,,,,,,,,,
492998,,,,,,,,,,,,,,,,
492999,,,,,,,,,,,,,,,,
493000,,,,,,,,,,,,,,,,
493001,,,,,,,,,,,,,,,,
493002,,,,,,,,,,,,,,,,
493003,,,,,,,,,,,,,,,,
493004,,,,,,,,,,,,,,,,
493005,,,,,,,,,,,,,,,,
493006,,,,,,,,,,,,,,,,
493007,,,,,,,,,,,,,,,,
493008,,,,,,,,,,,,,,,,
493009,,,,,,,,,,,,,,,,
493010,,,,,,,,,,,,,,,,
493011,,,,,,,,,,,,,,,,
493012,,,,,,,,,,,,,,,,
493013,,,,,,,,,,,,,,,,
493014,,,,,,,,,,,,,,,,
493015,,,,,,,,,,,,,,,,
493016,,,,,,,,,,,,,,,,
493017,,,,,,,,,,,,,,,,
493018,,,,,,,,,,,,,,,,
493019,,,,,,,,,,,,,,,,
493020,,,,,,,,,,,,,,,,
493021,,,,,,,,,,,,,,,,
493022,,,,,,,,,,,,,,,,
493023,,,,,,,,,,,,,,,,
493024,,,,,,,,,,,,,,,,
493025,,,,,,,,,,,,,,,,
493026,,,,,,,,,,,,,,,,
493027,,,,,,,,,,,,,,,,
493028,,,,,,,,,,,,,,,,
493029,,,,,,,,,,,,,,,,
493030,,,,,,,,,,,,,,,,
493031,,,,,,,,,,,,,,,,
493032,,,,,,,,,,,,,,,,
493033,,,,,,,,,,,,,,,,
493034,,,,,,,,,,,,,,,,
493035,,,,,,,,,,,,,,,,
493036,,,,,,,,,,,,,,,,
493037,,,,,,,,,,,,,,,,
493038,,,,,,,,,,,,,,,,
493039,,,,,,,,,,,,,,,,
493040,,,,,,,,,,,,,,,,
493041,,,,,,,,,,,,,,,,
493042,,,,,,,,,,,,,,,,
493043,,,,,,,,,,,,,,,,
493044,,,,,,,,,,,,,,,,
493045,,,,,,,,,,,,,,,,
493046,,,,,,,,,,,,,,,,
493047,,,,,,,,,,,,,,,,
493048,,,,,,,,,,,,,,,,
493049,,,,,,,,,,,,,,,,
493050,,,,,,,,,,,,,,,,
493051,,,,,,,,,,,,,,,,
493052,,,,,,,,,,,,,,,,
493053,,,,,,,,,,,,,,,,
493054,,,,,,,,,,,,,,,,
493055,,,,,,,,,,,,,,,,
493056,,,,,,,,,,,,,,,,
493057,,,,,,,,,,,,,,,,
493058,,,,,,,,,,,,,,,,
493059,,,,,,,,,,,,,,,,
493060,,,,,,,,,,,,,,,,
493061,,,,,,,,,,,,,,,,
493062,,,,,,,,,,,,,,,,
493063,,,,,,,,,,,,,,,,
493064,,,,,,,,,,,,,,,,
493065,,,,,,,,,,,,,,,,
493066,,,,,,,,,,,,,,,,
493067,,,,,,,,,,,,,,,,
493068,,,,,,,,,,,,,,,,
493069,,,,,,,,,,,,,,,,
492491,,,,,,,,,,,,,,,,
492492,,,,,,,,,,,,,,,,
492493,,,,,,,,,,,,,,,,
492494,,,,,,,,,,,,,,,,
492495,,,,,,,,,,,,,,,,
492496,,,,,,,,,,,,,,,,
492497,,,,,,,,,,,,,,,,
492498,,,,,,,,,,,,,,,,
492499,,,,,,,,,,,,,,,,
493070,,,,,,,,,,,,,,,,
493071,,,,,,,,,,,,,,,,
493072,,,,,,,,,,,,,,,,
493073,,,,,,,,,,,,,,,,
493074,,,,,,,,,,,,,,,,
493075,,,,,,,,,,,,,,,,
493076,,,,,,,,,,,,,,,,
493077,,,,,,,,,,,,,,,,
493078,,,,,,,,,,,,,,,,
493079,,,,,,,,,,,,,,,,
493080,,,,,,,,,,,,,,,,
493081,,,,,,,,,,,,,,,,
493082,,,,,,,,,,,,,,,,
493083,,,,,,,,,,,,,,,,
493084,,,,,,,,,,,,,,,,
493085,,,,,,,,,,,,,,,,
493086,,,,,,,,,,,,,,,,
493087,,,,,,,,,,,,,,,,
493088,,,,,,,,,,,,,,,,
493089,,,,,,,,,,,,,,,,
493090,,,,,,,,,,,,,,,,
493091,,,,,,,,,,,,,,,,
493092,,,,,,,,,,,,,,,,
493093,,,,,,,,,,,,,,,,
493094,,,,,,,,,,,,,,,,
493095,,,,,,,,,,,,,,,,
493096,,,,,,,,,,,,,,,,
493097,,,,,,,,,,,,,,,,
493098,,,,,,,,,,,,,,,,
493099,,,,,,,,,,,,,,,,
493100,,,,,,,,,,,,,,,,
493101,,,,,,,,,,,,,,,,
493102,,,,,,,,,,,,,,,,
493103,,,,,,,,,,,,,,,,
493104,,,,,,,,,,,,,,,,
493105,,,,,,,,,,,,,,,,
493106,,,,,,,,,,,,,,,,
493107,,,,,,,,,,,,,,,,
493108,,,,,,,,,,,,,,,,
493109,,,,,,,,,,,,,,,,
493110,,,,,,,,,,,,,,,,
493111,,,,,,,,,,,,,,,,
493112,,,,,,,,,,,,,,,,
493113,,,,,,,,,,,,,,,,
493114,,,,,,,,,,,,,,,,
492500,,,,,,,,,,,,,,,,
492501,,,,,,,,,,,,,,,,
492502,,,,,,,,,,,,,,,,
492503,,,,,,,,,,,,,,,,
492504,,,,,,,,,,,,,,,,
492506,,,,,,,,,,,,,,,,
492508,,,,,,,,,,,,,,,,
492509,,,,,,,,,,,,,,,,
492511,,,,,,,,,,,,,,,,
492517,,,,,,,,,,,,,,,,
492518,,,,,,,,,,,,,,,,
492519,,,,,,,,,,,,,,,,
492520,,,,,,,,,,,,,,,,
492521,,,,,,,,,,,,,,,,
492522,,,,,,,,,,,,,,,,
492523,,,,,,,,,,,,,,,,
492524,,,,,,,,,,,,,,,,
492525,,,,,,,,,,,,,,,,
492526,,,,,,,,,,,,,,,,
492527,,,,,,,,,,,,,,,,
492528,,,,,,,,,,,,,,,,
492529,,,,,,,,,,,,,,,,
492530,,,,,,,,,,,,,,,,
492531,,,,,,,,,,,,,,,,
492532,,,,,,,,,,,,,,,,
492534,,,,,,,,,,,,,,,,
492535,,,,,,,,,,,,,,,,
492536,,,,,,,,,,,,,,,,
492537,,,,,,,,,,,,,,,,
492538,,,,,,,,,,,,,,,,
492539,,,,,,,,,,,,,,,,
492540,,,,,,,,,,,,,,,,
492541,,,,,,,,,,,,,,,,
492542,,,,,,,,,,,,,,,,
492543,,,,,,,,,,,,,,,,
492544,,,,,,,,,,,,,,,,
492545,,,,,,,,,,,,,,,,
492546,,,,,,,,,,,,,,,,
492547,,,,,,,,,,,,,,,,
492548,,,,,,,,,,,,,,,,
492549,,,,,,,,,,,,,,,,
492550,,,,,,,,,,,,,,,,
492551,,,,,,,,,,,,,,,,
492552,,,,,,,,,,,,,,,,
492553,,,,,,,,,,,,,,,,
492554,,,,,,,,,,,,,,,,
492555,,,,,,,,,,,,,,,,
492556,,,,,,,,,,,,,,,,
492557,,,,,,,,,,,,,,,,
492558,,,,,,,,,,,,,,,,
492559,,,,,,,,,,,,,,,,
492561,,,,,,,,,,,,,,,,
492562,,,,,,,,,,,,,,,,
492563,,,,,,,,,,,,,,,,
665318,,,,,,,,,,,,,,,,
665320,,,,,,,,,,,,,,,,
665321,,,,,,,,,,,,,,,,
665322,,,,,,,,,,,,,,,,
665323,,,,,,,,,,,,,,,,
665324,,,,,,,,,,,,,,,,
665325,,,,,,,,,,,,,,,,
665411,,,,,,,,,,,,,,,,
665412,,,,,,,,,,,,,,,,
665413,,,,,,,,,,,,,,,,
665414,,,,,,,,,,,,,,,,
665417,,,,,,,,,,,,,,,,
665420,,,,,,,,,,,,,,,,
665421,,,,,,,,,,,,,,,,
665425,,,,,,,,,,,,,,,,
665426,,,,,,,,,,,,,,,,
665427,,,,,,,,,,,,,,,,
665429,,,,,,,,,,,,,,,,
665430,,,,,,,,,,,,,,,,
665432,,,,,,,,,,,,,,,,
665435,,,,,,,,,,,,,,,,
665438,,,,,,,,,,,,,,,,
665440,,,,,,,,,,,,,,,,
665442,,,,,,,,,,,,,,,,
665443,,,,,,,,,,,,,,,,
665444,,,,,,,,,,,,,,,,
665445,,,,,,,,,,,,,,,,
665446,,,,,,,,,,,,,,,,
665535,,,,,,,,,,,,,,,,
665536,,,,,,,,,,,,,,,,
665537,,,,,,,,,,,,,,,,
665539,,,,,,,,,,,,,,,,
665541,,,,,,,,,,,,,,,,
665543,,,,,,,,,,,,,,,,
665545,,,,,,,,,,,,,,,,
665548,,,,,,,,,,,,,,,,
665551,,,,,,,,,,,,,,,,
665553,,,,,,,,,,,,,,,,
665554,,,,,,,,,,,,,,,,
665556,,,,,,,,,,,,,,,,
665559,,,,,,,,,,,,,,,,
665561,,,,,,,,,,,,,,,,
665568,,,,,,,,,,,,,,,,
665570,,,,,,,,,,,,,,,,
665571,,,,,,,,,,,,,,,,
665574,,,,,,,,,,,,,,,,
665575,,,,,,,,,,,,,,,,
665577,,,,,,,,,,,,,,,,
665581,,,,,,,,,,,,,,,,
665585,,,,,,,,,,,,,,,,
665586,,,,,,,,,,,,,,,,
665588,,,,,,,,,,,,,,,,
665590,,,,,,,,,,,,,,,,
665591,,,,,,,,,,,,,,,,
665595,,,,,,,,,,,,,,,,
665596,,,,,,,,,,,,,,,,
665598,,,,,,,,,,,,,,,,
665599,,,,,,,,,,,,,,,,
665601,,,,,,,,,,,,,,,,
665603,,,,,,,,,,,,,,,,
665604,,,,,,,,,,,,,,,,
665606,,,,,,,,,,,,,,,,
665607,,,,,,,,,,,,,,,,
665614,,,,,,,,,,,,,,,,
665616,,,,,,,,,,,,,,,,
665617,,,,,,,,,,,,,,,,
665619,,,,,,,,,,,,,,,,
665620,,,,,,,,,,,,,,,,
665622,,,,,,,,,,,,,,,,
665623,,,,,,,,,,,,,,,,
665626,,,,,,,,,,,,,,,,
665628,,,,,,,,,,,,,,,,
665630,,,,,,,,,,,,,,,,
665632,,,,,,,,,,,,,,,,
665633,,,,,,,,,,,,,,,,
665634,,,,,,,,,,,,,,,,
665635,,,,,,,,,,,,,,,,
665326,,,,,,,,,,,,,,,,
665327,,,,,,,,,,,,,,,,
665328,,,,,,,,,,,,,,,,
665329,,,,,,,,,,,,,,,,
665330,,,,,,,,,,,,,,,,
665332,,,,,,,,,,,,,,,,
665333,,,,,,,,,,,,,,,,
665639,,,,,,,,,,,,,,,,
665641,,,,,,,,,,,,,,,,
665642,,,,,,,,,,,,,,,,
665643,,,,,,,,,,,,,,,,
665645,,,,,,,,,,,,,,,,
665647,,,,,,,,,,,,,,,,
665651,,,,,,,,,,,,,,,,
665653,,,,,,,,,,,,,,,,
665654,,,,,,,,,,,,,,,,
665655,,,,,,,,,,,,,,,,
665657,,,,,,,,,,,,,,,,
665659,,,,,,,,,,,,,,,,
665661,,,,,,,,,,,,,,,,
665662,,,,,,,,,,,,,,,,
665665,,,,,,,,,,,,,,,,
665666,,,,,,,,,,,,,,,,
665667,,,,,,,,,,,,,,,,
665668,,,,,,,,,,,,,,,,
665669,,,,,,,,,,,,,,,,
665671,,,,,,,,,,,,,,,,
665672,,,,,,,,,,,,,,,,
665674,,,,,,,,,,,,,,,,
665675,,,,,,,,,,,,,,,,
665677,45.0,35.0,70.0,45.0,55.0,65.0,60.0,70.0,40.0,50.0,45.0,43.0,60.0,70.0,70.0,70.0
665679,,,,,,,,,,,,,,,,
665680,,,,,,,,,,,,,,,,
665681,,,,,,,,,,,,,,,,
665682,,,,,,,,,,,,,,,,
665686,,,,,,,,,,,,,,,,
665687,,,,,,,,,,,,,,,,
665688,40.0,50.0,45.0,43.0,60.0,70.0,70.0,70.0,60.0,60.0,50.0,40.0,50.0,65.0,65.0,70.0
665689,,,,,,,,,,,,,,,,
665692,,,,,,,,,,,,,,,,
665694,65.0,60.0,50.0,35.0,40.0,65.0,70.0,70.0,45.0,45.0,50.0,35.0,60.0,70.0,65.0,70.0
665695,,,,,,,,,,,,,,,,
665698,,,,,,,,,,,,,,,,
665699,,,,,,,,,,,,,,,,
665700,,,,,,,,,,,,,,,,
665702,,,,,,,,,,,,,,,,
665704,,,,,,,,,,,,,,,,
665706,,,,,,,,,,,,,,,,
665710,,,,,,,,,,,,,,,,
665712,,,,,,,,,,,,,,,,
665717,40.0,50.0,45.0,43.0,60.0,70.0,70.0,70.0,50.0,35.0,70.0,50.0,60.0,70.0,50.0,70.0
665719,45.0,35.0,70.0,45.0,55.0,65.0,60.0,70.0,60.0,60.0,50.0,40.0,50.0,65.0,65.0,70.0
665721,,,,,,,,,,,,,,,,
665723,65.0,60.0,50.0,40.0,50.0,60.0,70.0,60.0,45.0,45.0,50.0,35.0,60.0,70.0,65.0,70.0
665725,,,,,,,,,,,,,,,,
665727,35.0,35.0,45.0,40.0,50.0,70.0,70.0,70.0,65.0,60.0,60.0,40.0,50.0,70.0,60.0,70.0
665728,,,,,,,,,,,,,,,,
665729,,,,,,,,,,,,,,,,
665730,,,,,,,,,,,,,,,,
665731,,,,,,,,,,,,,,,,
665732,,,,,,,,,,,,,,,,
665733,,,,,,,,,,,,,,,,
665735,,,,,,,,,,,,,,,,
665737,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,35.0,40.0,45.0,50.0,45.0,60.0,70.0,70.0
665738,40.0,50.0,45.0,43.0,60.0,70.0,70.0,70.0,65.0,60.0,60.0,40.0,50.0,70.0,60.0,70.0
665739,45.0,35.0,70.0,45.0,55.0,65.0,60.0,70.0,45.0,45.0,50.0,35.0,60.0,70.0,65.0,70.0
665740,60.0,60.0,50.0,40.0,50.0,65.0,65.0,70.0,45.0,60.0,40.0,45.0,55.0,70.0,70.0,70.0
665741,65.0,60.0,50.0,40.0,50.0,60.0,70.0,60.0,50.0,60.0,50.0,50.0,50.0,60.0,60.0,65.0
665742,65.0,60.0,50.0,35.0,40.0,65.0,70.0,70.0,50.0,35.0,70.0,50.0,60.0,70.0,50.0,70.0
665743,35.0,35.0,45.0,40.0,50.0,70.0,70.0,70.0,70.0,65.0,60.0,50.0,60.0,45.0,50.0,40.0
665744,35.0,40.0,45.0,50.0,45.0,60.0,70.0,70.0,65.0,60.0,50.0,35.0,40.0,65.0,70.0,70.0
665745,50.0,35.0,70.0,50.0,60.0,70.0,50.0,70.0,45.0,45.0,50.0,35.0,60.0,70.0,65.0,70.0
665746,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,35.0,35.0,45.0,40.0,50.0,70.0,70.0,70.0
665749,65.0,60.0,60.0,40.0,50.0,70.0,60.0,70.0,53.0,40.0,55.0,55.0,65.0,70.0,70.0,65.0
665751,70.0,65.0,60.0,50.0,60.0,45.0,50.0,40.0,40.0,50.0,45.0,43.0,60.0,70.0,70.0,70.0
665753,50.0,60.0,50.0,50.0,50.0,60.0,60.0,65.0,60.0,60.0,50.0,40.0,50.0,65.0,65.0,70.0
665757,45.0,60.0,40.0,45.0,55.0,70.0,70.0,70.0,45.0,35.0,70.0,45.0,55.0,65.0,60.0,70.0
665334,,,,,,,,,,,,,,,,
665335,,,,,,,,,,,,,,,,
665336,,,,,,,,,,,,,,,,
665337,,,,,,,,,,,,,,,,
665338,,,,,,,,,,,,,,,,
665340,,,,,,,,,,,,,,,,
665341,,,,,,,,,,,,,,,,
665761,53.0,40.0,55.0,55.0,65.0,70.0,70.0,65.0,70.0,65.0,60.0,50.0,60.0,45.0,50.0,40.0
665763,45.0,45.0,50.0,35.0,60.0,70.0,65.0,70.0,50.0,60.0,50.0,50.0,50.0,60.0,60.0,65.0
665767,45.0,35.0,70.0,45.0,55.0,65.0,60.0,70.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
665769,60.0,60.0,50.0,40.0,50.0,65.0,65.0,70.0,50.0,35.0,70.0,50.0,60.0,70.0,50.0,70.0
665771,65.0,60.0,50.0,40.0,50.0,60.0,70.0,60.0,65.0,60.0,60.0,40.0,50.0,70.0,60.0,70.0
665774,65.0,60.0,50.0,35.0,40.0,65.0,70.0,70.0,45.0,60.0,40.0,45.0,55.0,70.0,70.0,70.0
665775,35.0,35.0,45.0,40.0,50.0,70.0,70.0,70.0,35.0,40.0,45.0,50.0,45.0,60.0,70.0,70.0
665342,,,,,,,,,,,,,,,,
665343,,,,,,,,,,,,,,,,
665344,,,,,,,,,,,,,,,,
665345,,,,,,,,,,,,,,,,
665346,,,,,,,,,,,,,,,,
665348,,,,,,,,,,,,,,,,
665349,,,,,,,,,,,,,,,,
665352,,,,,,,,,,,,,,,,
665353,,,,,,,,,,,,,,,,
665354,,,,,,,,,,,,,,,,
665357,,,,,,,,,,,,,,,,
665358,,,,,,,,,,,,,,,,
665359,,,,,,,,,,,,,,,,
665360,,,,,,,,,,,,,,,,
665361,,,,,,,,,,,,,,,,
665362,,,,,,,,,,,,,,,,
665363,,,,,,,,,,,,,,,,
665364,,,,,,,,,,,,,,,,
665365,,,,,,,,,,,,,,,,
665366,,,,,,,,,,,,,,,,
665368,,,,,,,,,,,,,,,,
665370,,,,,,,,,,,,,,,,
665371,,,,,,,,,,,,,,,,
665374,,,,,,,,,,,,,,,,
665376,,,,,,,,,,,,,,,,
665378,,,,,,,,,,,,,,,,
665379,,,,,,,,,,,,,,,,
665380,,,,,,,,,,,,,,,,
665384,,,,,,,,,,,,,,,,
665385,,,,,,,,,,,,,,,,
665386,,,,,,,,,,,,,,,,
665387,,,,,,,,,,,,,,,,
665389,,,,,,,,,,,,,,,,
665392,,,,,,,,,,,,,,,,
665393,,,,,,,,,,,,,,,,
665396,,,,,,,,,,,,,,,,
665397,,,,,,,,,,,,,,,,
665399,,,,,,,,,,,,,,,,
665402,,,,,,,,,,,,,,,,
665403,,,,,,,,,,,,,,,,
665405,,,,,,,,,,,,,,,,
665409,,,,,,,,,,,,,,,,
838467,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,,,
838468,50.0,60.0,50.0,50.0,50.0,60.0,60.0,65.0,35.0,40.0,45.0,50.0,45.0,60.0,70.0,70.0
838469,65.0,60.0,50.0,40.0,50.0,60.0,70.0,60.0,60.0,60.0,50.0,40.0,50.0,65.0,65.0,70.0
838472,45.0,60.0,40.0,45.0,55.0,70.0,70.0,70.0,70.0,65.0,60.0,50.0,60.0,45.0,50.0,40.0
838473,50.0,35.0,70.0,50.0,60.0,70.0,50.0,70.0,,,,,,,,
838474,53.0,40.0,55.0,55.0,65.0,70.0,70.0,65.0,65.0,60.0,60.0,40.0,50.0,70.0,60.0,70.0
838475,45.0,35.0,70.0,45.0,55.0,65.0,60.0,70.0,40.0,50.0,45.0,43.0,60.0,70.0,70.0,70.0
838476,45.0,45.0,50.0,35.0,60.0,70.0,65.0,70.0,35.0,35.0,45.0,40.0,50.0,70.0,70.0,70.0
838581,35.0,40.0,45.0,50.0,45.0,60.0,70.0,70.0,70.0,65.0,60.0,50.0,60.0,45.0,50.0,40.0
838582,53.0,40.0,55.0,55.0,65.0,70.0,70.0,65.0,50.0,35.0,70.0,50.0,60.0,70.0,50.0,70.0
838583,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,45.0,60.0,40.0,45.0,55.0,70.0,70.0,70.0
838584,65.0,60.0,60.0,40.0,50.0,70.0,60.0,70.0,40.0,50.0,45.0,43.0,60.0,70.0,70.0,70.0
838585,60.0,60.0,50.0,40.0,50.0,65.0,65.0,70.0,35.0,35.0,45.0,40.0,50.0,70.0,70.0,70.0
838586,50.0,60.0,50.0,50.0,50.0,60.0,60.0,65.0,,,,,,,,
838587,65.0,60.0,50.0,40.0,50.0,60.0,70.0,60.0,45.0,45.0,50.0,35.0,60.0,70.0,65.0,70.0
838588,,,,,,,,,45.0,35.0,70.0,45.0,55.0,65.0,60.0,70.0
838590,70.0,65.0,60.0,50.0,60.0,45.0,50.0,40.0,50.0,60.0,50.0,50.0,50.0,60.0,60.0,65.0
838591,45.0,45.0,50.0,35.0,60.0,70.0,65.0,70.0,53.0,40.0,55.0,55.0,65.0,70.0,70.0,65.0
838593,35.0,35.0,45.0,40.0,50.0,70.0,70.0,70.0,,,,,,,,
838594,65.0,60.0,60.0,40.0,50.0,70.0,60.0,70.0,35.0,40.0,45.0,50.0,45.0,60.0,70.0,70.0
838595,40.0,50.0,45.0,43.0,60.0,70.0,70.0,70.0,60.0,60.0,50.0,40.0,50.0,65.0,65.0,70.0
838596,,,,,,,,,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
838597,45.0,60.0,40.0,45.0,55.0,70.0,70.0,70.0,65.0,60.0,50.0,40.0,50.0,60.0,70.0,60.0
838598,45.0,35.0,70.0,45.0,55.0,65.0,60.0,70.0,50.0,35.0,70.0,50.0,60.0,70.0,50.0,70.0
838599,50.0,35.0,70.0,50.0,60.0,70.0,50.0,70.0,45.0,60.0,40.0,45.0,55.0,70.0,70.0,70.0
838600,53.0,40.0,55.0,55.0,65.0,70.0,70.0,65.0,70.0,65.0,60.0,50.0,60.0,45.0,50.0,40.0
838602,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,40.0,50.0,45.0,43.0,60.0,70.0,70.0,70.0
838603,60.0,60.0,50.0,40.0,50.0,65.0,65.0,70.0,35.0,40.0,45.0,50.0,45.0,60.0,70.0,70.0
838604,50.0,60.0,50.0,50.0,50.0,60.0,60.0,65.0,45.0,45.0,50.0,35.0,60.0,70.0,65.0,70.0
838605,65.0,60.0,50.0,40.0,50.0,60.0,70.0,60.0,35.0,35.0,45.0,40.0,50.0,70.0,70.0,70.0
838606,,,,,,,,,65.0,60.0,60.0,40.0,50.0,70.0,60.0,70.0
838607,45.0,35.0,70.0,45.0,55.0,65.0,60.0,70.0,,,,,,,,
838621,35.0,40.0,45.0,50.0,45.0,60.0,70.0,70.0,53.0,40.0,55.0,55.0,65.0,70.0,70.0,65.0
838622,70.0,65.0,60.0,50.0,60.0,45.0,50.0,40.0,65.0,60.0,50.0,40.0,50.0,60.0,70.0,60.0
838623,45.0,45.0,50.0,35.0,60.0,70.0,65.0,70.0,50.0,35.0,70.0,50.0,60.0,70.0,50.0,70.0
838624,35.0,35.0,45.0,40.0,50.0,70.0,70.0,70.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
838625,65.0,60.0,60.0,40.0,50.0,70.0,60.0,70.0,60.0,60.0,50.0,40.0,50.0,65.0,65.0,70.0
838628,40.0,50.0,45.0,43.0,60.0,70.0,70.0,70.0,50.0,60.0,50.0,50.0,50.0,60.0,60.0,65.0
838630,,,,,,,,,,,,,,,,
